,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne
0,0,4,0.4864864864864865,0.47297297297297297
1,0,5,0.55,0.45000000000000007
2,0,6,0.5066666666666667,0.5666666666666668
3,0,7,0.6369047619047619,0.5119047619047619
4,0,8,0.4797297297297297,0.5067567567567568
5,0,9,0.5454545454545454,0.4363636363636364
6,0,10,0.5533333333333332,0.45333333333333337
7,0,11,0.5123456790123457,0.4567901234567902
8,0,12,0.5866666666666667,0.46666666666666673
9,0,13,0.5652173913043478,0.45341614906832306
10,0,14,0.54421768707483,0.45578231292517013
11,0,15,0.55,0.4625
12,0,16,0.5763888888888888,0.4722222222222222
13,0,17,0.5359477124183007,0.5032679738562091
14,0,18,0.5902777777777779,0.5416666666666666
15,0,19,0.5599999999999999,0.44
16,0,20,0.48000000000000004,0.4666666666666667
17,0,21,0.5194805194805194,0.5000000000000001
18,0,22,0.5104895104895105,0.5594405594405594
19,0,23,0.5448717948717948,0.5384615384615385
20,0,24,0.5555555555555555,0.5555555555555555
21,0,25,0.5576923076923076,0.5128205128205129
22,0,26,0.4965034965034965,0.4265734265734265
23,0,27,0.551948051948052,0.564935064935065
24,0,28,0.5285714285714286,0.4714285714285714
25,0,29,0.5866666666666667,0.49333333333333335
26,0,30,0.42000000000000004,0.5333333333333332
27,0,31,0.4722222222222222,0.4027777777777778
28,0,32,0.5069444444444444,0.4722222222222222
29,0,33,0.5163398692810457,0.5163398692810457
30,0,34,0.6323529411764706,0.5588235294117647
31,0,35,0.4861111111111111,0.5277777777777778
32,0,36,0.4513888888888889,0.4166666666666667
33,0,37,0.631578947368421,0.5328947368421053
34,0,38,0.518796992481203,0.5112781954887218
35,0,39,0.4642857142857143,0.4785714285714286
36,0,40,0.6142857142857142,0.5142857142857143
37,0,41,0.5646258503401361,0.5306122448979592
38,0,42,0.5850340136054422,0.47619047619047616
39,0,43,0.46212121212121215,0.4696969696969697
40,0,44,0.5151515151515151,0.5075757575757576
41,0,45,0.5507246376811594,0.463768115942029
42,0,46,0.4855072463768116,0.4927536231884058
43,0,47,0.5138888888888888,0.40972222222222215
44,0,48,0.513888888888889,0.4513888888888889
45,0,49,0.5,0.5
46,0,50,0.52,0.5266666666666667
47,0,60,0.49333333333333335,0.49333333333333335
48,0,70,0.5,0.5
49,0,80,0.5666666666666665,0.425
50,0,90,0.562962962962963,0.4666666666666666
51,0,100,0.5333333333333333,0.5466666666666667
52,0,150,0.5333333333333333,0.52
53,0,200,0.55,0.54
54,0,250,0.43200000000000005,0.42400000000000004
