,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne
0,1,4,0.46621621621621623,0.49324324324324326
1,1,5,0.5277777777777779,0.47777777777777786
2,1,6,0.8066666666666668,0.6200000000000001
3,1,7,0.7083333333333334,0.5416666666666666
4,1,8,0.6351351351351351,0.42567567567567566
5,1,9,0.593939393939394,0.4606060606060606
6,1,10,0.6933333333333335,0.43333333333333335
7,1,11,0.6604938271604938,0.46913580246913583
8,1,12,0.68,0.4866666666666667
9,1,13,0.6894409937888198,0.45341614906832306
10,1,14,0.6666666666666666,0.4557823129251701
11,1,15,0.61875,0.4875
12,1,16,0.6111111111111112,0.4791666666666667
13,1,17,0.5751633986928104,0.4836601307189543
14,1,18,0.6736111111111112,0.4791666666666667
15,1,19,0.6733333333333333,0.5533333333333332
16,1,20,0.6,0.4933333333333333
17,1,21,0.5779220779220778,0.525974025974026
18,1,22,0.6293706293706294,0.49650349650349657
19,1,23,0.6987179487179488,0.5384615384615384
20,1,24,0.6111111111111112,0.5138888888888888
21,1,25,0.6089743589743589,0.47435897435897445
22,1,26,0.6013986013986016,0.5524475524475524
23,1,27,0.6168831168831168,0.5194805194805193
24,1,28,0.5142857142857142,0.47142857142857136
25,1,29,0.5666666666666667,0.44666666666666666
26,1,30,0.6866666666666666,0.5266666666666667
27,1,31,0.5972222222222222,0.5138888888888888
28,1,32,0.4930555555555556,0.4861111111111111
29,1,33,0.503267973856209,0.457516339869281
30,1,34,0.6691176470588235,0.5367647058823529
31,1,35,0.6736111111111112,0.45833333333333337
32,1,36,0.4652777777777778,0.4861111111111111
33,1,37,0.6447368421052633,0.5328947368421053
34,1,38,0.518796992481203,0.5112781954887219
35,1,39,0.4785714285714286,0.4785714285714286
36,1,40,0.6357142857142858,0.55
37,1,41,0.5510204081632654,0.5510204081632654
38,1,42,0.5714285714285714,0.46258503401360546
39,1,43,0.446969696969697,0.5075757575757576
40,1,44,0.5303030303030303,0.5151515151515151
41,1,45,0.5797101449275363,0.49275362318840576
42,1,46,0.48550724637681153,0.4927536231884058
43,1,47,0.4930555555555555,0.4583333333333333
44,1,48,0.4930555555555556,0.46527777777777773
45,1,49,0.49333333333333335,0.47333333333333333
46,1,50,0.52,0.48666666666666664
47,1,60,0.5066666666666666,0.4933333333333333
48,1,70,0.5142857142857142,0.4928571428571429
49,1,80,0.47500000000000003,0.5
50,1,90,0.4444444444444444,0.4666666666666666
51,1,100,0.5533333333333333,0.5333333333333333
52,1,150,0.5266666666666666,0.52
53,1,200,0.54,0.45999999999999996
54,1,250,0.43999999999999995,0.45599999999999996
