,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne
0,0.5,4,0.5067567567567568,0.4864864864864865
1,0.5,5,0.5666666666666668,0.5111111111111111
2,0.5,6,0.7666666666666667,0.5866666666666668
3,0.5,7,0.6726190476190477,0.6011904761904762
4,0.5,8,0.6621621621621622,0.47297297297297297
5,0.5,9,0.6666666666666667,0.4787878787878788
6,0.5,10,0.6400000000000001,0.5133333333333333
7,0.5,11,0.5987654320987654,0.5493827160493827
8,0.5,12,0.7066666666666667,0.46
9,0.5,13,0.670807453416149,0.422360248447205
10,0.5,14,0.6666666666666666,0.45578231292517013
11,0.5,15,0.66875,0.4875
12,0.5,16,0.5972222222222222,0.5069444444444444
13,0.5,17,0.607843137254902,0.4836601307189542
14,0.5,18,0.6666666666666667,0.5069444444444444
15,0.5,19,0.6466666666666666,0.48000000000000004
16,0.5,20,0.5533333333333333,0.46
17,0.5,21,0.525974025974026,0.42857142857142855
18,0.5,22,0.5664335664335665,0.4825174825174825
19,0.5,23,0.5833333333333333,0.4615384615384616
20,0.5,24,0.5416666666666666,0.4861111111111111
21,0.5,25,0.5641025641025641,0.4935897435897436
22,0.5,26,0.5314685314685315,0.5734265734265734
23,0.5,27,0.6233766233766234,0.5324675324675325
24,0.5,28,0.5142857142857141,0.4999999999999999
25,0.5,29,0.6133333333333334,0.5333333333333334
26,0.5,30,0.4600000000000001,0.4666666666666666
27,0.5,31,0.5208333333333334,0.5555555555555556
28,0.5,32,0.5347222222222222,0.5
29,0.5,33,0.46405228758169925,0.5163398692810458
30,0.5,34,0.6323529411764706,0.5882352941176471
31,0.5,35,0.5902777777777778,0.47916666666666663
32,0.5,36,0.4513888888888889,0.4444444444444445
33,0.5,37,0.6381578947368421,0.5723684210526316
34,0.5,38,0.518796992481203,0.5263157894736843
35,0.5,39,0.4642857142857143,0.4928571428571429
36,0.5,40,0.6357142857142856,0.5142857142857142
37,0.5,41,0.5238095238095238,0.5170068027210885
38,0.5,42,0.5918367346938777,0.4965986394557823
39,0.5,43,0.5151515151515152,0.4166666666666667
40,0.5,44,0.5151515151515151,0.5227272727272727
41,0.5,45,0.5579710144927537,0.5217391304347826
42,0.5,46,0.49275362318840576,0.47826086956521735
43,0.5,47,0.4791666666666667,0.4861111111111111
44,0.5,48,0.5069444444444445,0.4444444444444444
45,0.5,49,0.5,0.5
46,0.5,50,0.5,0.5
47,0.5,60,0.47333333333333333,0.47333333333333333
48,0.5,70,0.5,0.4714285714285714
49,0.5,80,0.4666666666666666,0.44166666666666665
50,0.5,90,0.4444444444444444,0.45925925925925926
51,0.5,100,0.5266666666666667,0.54
52,0.5,150,0.5333333333333333,0.5266666666666666
53,0.5,200,0.54,0.55
54,0.5,250,0.43200000000000005,0.41600000000000004
