,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne
0,0,4,0.7388888888888889,0.4888888888888889
1,0,5,0.6712962962962963,0.5694444444444444
2,0,6,0.8722222222222223,0.5055555555555558
3,0,7,0.7990196078431373,0.46568627450980393
4,0,8,0.8611111111111112,0.49444444444444446
5,0,9,0.905,0.515
6,0,10,0.9499999999999998,0.4833333333333333
7,0,11,0.9114583333333335,0.515625
8,0,12,0.9444444444444444,0.5
9,0,13,0.9382716049382716,0.5061728395061729
10,0,14,0.9771428571428572,0.49142857142857144
11,0,15,0.96875,0.53125
12,0,16,0.9318181818181818,0.5284090909090909
13,0,17,0.978835978835979,0.5185185185185186
14,0,18,0.9833333333333334,0.46111111111111114
15,0,19,0.9833333333333333,0.5222222222222223
16,0,20,0.9777777777777776,0.5055555555555555
17,0,21,0.9732620320855616,0.5401069518716577
18,0,22,0.9829545454545454,0.5227272727272727
19,0,23,0.9555555555555556,0.4444444444444445
20,0,24,0.9833333333333333,0.4666666666666666
21,0,25,0.9780219780219781,0.4835164835164835
22,0,26,0.9763313609467457,0.47928994082840237
23,0,27,0.9835164835164836,0.489010989010989
24,0,28,1.0,0.5178571428571428
25,0,29,0.9666666666666668,0.5055555555555556
26,0,30,0.9888888888888889,0.4611111111111112
27,0,31,0.9943181818181818,0.4772727272727273
28,0,32,0.9829545454545454,0.6590909090909091
29,0,33,0.9705882352941175,0.7352941176470588
30,0,34,0.9705882352941178,0.8764705882352942
31,0,35,0.9777777777777779,0.8944444444444445
32,0,36,0.9944444444444445,0.9555555555555555
33,0,37,0.9824561403508772,0.9590643274853802
34,0,38,0.9883040935672516,0.9590643274853802
35,0,39,0.9611111111111111,0.9666666666666666
36,0,40,0.9888888888888889,0.9555555555555555
37,0,41,1.0,0.9821428571428571
38,0,42,0.9821428571428571,0.9880952380952381
39,0,43,0.9886363636363636,0.9715909090909092
40,0,44,0.9829545454545454,0.9829545454545454
41,0,45,0.9673913043478262,0.9836956521739131
42,0,46,0.9937888198757764,0.9937888198757764
43,0,47,0.9940476190476192,0.994047619047619
44,0,48,0.994047619047619,0.994047619047619
45,0,49,0.994047619047619,0.994047619047619
46,0,50,0.9657142857142856,0.9885714285714285
47,0,60,0.9833333333333334,0.9888888888888889
48,0,70,0.9828571428571429,1.0
49,0,80,0.99375,1.0
50,0,90,1.0,1.0
51,0,100,0.9933333333333333,1.0
52,0,150,0.9933333333333334,1.0
53,0,200,1.0,1.0
54,0,250,0.992,1.0
