,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne
0,0.5,4,0.6621621621621622,0.4864864864864865
1,0.5,5,0.6333333333333332,0.538888888888889
2,0.5,6,0.6266666666666667,0.5466666666666666
3,0.5,7,0.6130952380952381,0.5238095238095238
4,0.5,8,0.6013513513513513,0.5945945945945946
5,0.5,9,0.6545454545454545,0.5212121212121212
6,0.5,10,0.7333333333333335,0.5199999999999999
7,0.5,11,0.697530864197531,0.4629629629629629
8,0.5,12,0.7333333333333334,0.4733333333333334
9,0.5,13,0.7391304347826089,0.46376811594202894
10,0.5,14,0.7414965986394557,0.4489795918367347
11,0.5,15,0.65,0.5125
12,0.5,16,0.7986111111111112,0.5208333333333334
13,0.5,17,0.8627450980392156,0.49673202614379075
14,0.5,18,0.7152777777777778,0.4722222222222222
15,0.5,19,0.8333333333333334,0.3933333333333334
16,0.5,20,0.7933333333333334,0.4933333333333333
17,0.5,21,0.8571428571428569,0.5064935064935064
18,0.5,22,0.8321678321678321,0.42657342657342656
19,0.5,23,0.8846153846153846,0.46794871794871784
20,0.5,24,0.8263888888888888,0.611111111111111
21,0.5,25,0.8782051282051283,0.5
22,0.5,26,0.8811188811188813,0.5034965034965034
23,0.5,27,0.8376623376623378,0.47402597402597396
24,0.5,28,0.9214285714285715,0.48571428571428565
25,0.5,29,0.8866666666666667,0.54
26,0.5,30,0.8466666666666667,0.5733333333333334
27,0.5,31,0.875,0.5069444444444444
28,0.5,32,0.9097222222222222,0.5972222222222222
29,0.5,33,0.9215686274509804,0.503267973856209
30,0.5,34,0.9264705882352942,0.6470588235294118
31,0.5,35,0.8819444444444444,0.6388888888888888
32,0.5,36,0.9375,0.7916666666666667
33,0.5,37,0.875,0.7236842105263157
34,0.5,38,0.8872180451127819,0.8045112781954887
35,0.5,39,0.9357142857142857,0.8499999999999999
36,0.5,40,0.9571428571428572,0.7357142857142857
37,0.5,41,0.9591836734693878,0.673469387755102
38,0.5,42,0.9319727891156463,0.7551020408163265
39,0.5,43,0.9318181818181818,0.9015151515151515
40,0.5,44,0.9469696969696969,0.9318181818181818
41,0.5,45,0.9565217391304349,0.8550724637681159
42,0.5,46,0.9347826086956522,0.8913043478260869
43,0.5,47,0.8958333333333335,0.7986111111111112
44,0.5,48,0.9305555555555557,0.8680555555555557
45,0.5,49,0.9305555555555557,0.8680555555555557
46,0.5,50,0.9133333333333332,0.94
47,0.5,60,0.9066666666666668,0.9266666666666665
48,0.5,70,0.9357142857142857,0.95
49,0.5,80,0.9416666666666668,0.9166666666666666
50,0.5,90,0.9851851851851853,0.9629629629629629
51,0.5,100,0.9666666666666667,0.9866666666666667
52,0.5,150,0.98,0.98
53,0.5,200,0.98,0.99
54,0.5,250,0.968,0.992
