,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0,4,0.775,0.5,0.755
1,0,5,0.68,0.4866666666666667,0.62
2,0,6,0.7833333333333334,0.4366666666666667,0.8400000000000002
3,0,7,0.7775,0.5225,0.8225
4,0,8,0.8625,0.4475,0.9325
5,0,9,0.8279999999999998,0.49199999999999994,0.8939999999999999
6,0,10,0.8740000000000001,0.5220000000000001,0.9079999999999999
7,0,11,0.8533333333333333,0.485,0.9116666666666666
8,0,12,0.9133333333333334,0.515,0.9766666666666667
9,0,13,0.8857142857142857,0.49714285714285716,0.9585714285714287
10,0,14,0.9114285714285714,0.4885714285714286,0.95
11,0,15,0.915,0.5075,0.95375
12,0,16,0.9375,0.51,0.9725
13,0,17,0.9366666666666665,0.5066666666666667,0.9655555555555556
14,0,18,0.9344444444444444,0.4788888888888889,0.9711111111111111
15,0,19,0.929,0.489,0.9580000000000001
16,0,20,0.9590000000000001,0.494,0.9820000000000002
17,0,21,0.9349282296650717,0.49856459330143543,0.972248803827751
18,0,22,0.9565656565656564,0.4939393939393939,0.9707070707070706
19,0,23,0.938953488372093,0.4932170542635659,0.9699612403100776
20,0,24,0.9427710843373492,0.46686746987951805,0.97289156626506
21,0,25,0.948076923076923,0.5173076923076924,0.9740384615384615
22,0,26,0.9504048582995951,0.5141700404858298,0.9696356275303644
23,0,27,0.9555984555984557,0.47972972972972966,0.9584942084942087
24,0,28,0.9396378269617708,0.506036217303823,0.9678068410462778
25,0,29,0.9411764705882353,0.4784313725490197,0.9774509803921569
26,0,30,0.9474747474747475,0.5070707070707071,0.9747474747474749
27,0,31,0.962890625,0.5107421875,0.97265625
28,0,32,0.9536290322580645,0.7368951612903226,0.9758064516129032
29,0,33,0.9598039215686274,0.8401960784313726,0.9754901960784313
30,0,34,0.9462474645030425,0.8549695740365111,0.9685598377281948
31,0,35,0.9610136452241715,0.9298245614035087,0.9756335282651073
32,0,36,0.9474747474747474,0.935353535353535,0.9727272727272726
33,0,37,0.9561403508771927,0.9356725146198829,0.9824561403508772
34,0,38,0.95748987854251,0.9473684210526316,0.9777327935222674
35,0,39,0.9627450980392158,0.9558823529411763,0.9823529411764708
36,0,40,0.9530000000000001,0.9530000000000001,0.9710000000000001
37,0,41,0.9642857142857143,0.9682539682539683,0.9811507936507938
38,0,42,0.9604863221884499,0.9544072948328265,0.9777102330293819
39,0,43,0.9555335968379446,0.9575098814229249,0.9792490118577075
40,0,44,0.9747474747474748,0.9717171717171715,0.9818181818181819
41,0,45,0.9644268774703558,0.9683794466403164,0.9812252964426879
42,0,46,0.9585439838220425,0.9635995955510616,0.9625884732052579
43,0,47,0.9464285714285714,0.9682539682539681,0.9811507936507937
44,0,48,0.9674796747967481,0.9573170731707317,0.9796747967479676
45,0,49,0.966,0.97,0.9649999999999999
46,0,50,0.9559999999999998,0.961,0.9720000000000001
47,0,60,0.9585858585858587,0.9757575757575758,0.9666666666666668
48,0,70,0.9571428571428571,0.9775510204081633,0.9755102040816327
49,0,80,0.959,0.9830000000000001,0.978
50,0,90,0.9535353535353536,0.9757575757575758,0.9707070707070709
51,0,100,0.9610000000000001,0.976,0.97
52,0,150,0.9589743589743591,0.9743589743589742,0.9712820512820511
53,0,200,0.9720000000000001,0.991,0.9890000000000001
54,0,250,0.971,0.991,0.99
