,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.2,4,0.76,0.45,0.77
1,0.2,5,0.6633333333333333,0.5366666666666666,0.64
2,0.2,6,0.73,0.5133333333333333,0.8366666666666667
3,0.2,7,0.75,0.525,0.84
4,0.2,8,0.8125,0.49,0.9225
5,0.2,9,0.784,0.5099999999999999,0.902
6,0.2,10,0.8360000000000001,0.47,0.9440000000000001
7,0.2,11,0.8233333333333333,0.47166666666666673,0.9149999999999998
8,0.2,12,0.8949999999999999,0.5116666666666667,0.9616666666666666
9,0.2,13,0.8628571428571428,0.5000000000000001,0.9657142857142859
10,0.2,14,0.9,0.5228571428571428,0.9514285714285715
11,0.2,15,0.90375,0.5,0.95875
12,0.2,16,0.92375,0.475,0.97
13,0.2,17,0.9211111111111111,0.47,0.9655555555555556
14,0.2,18,0.9244444444444444,0.49111111111111116,0.9666666666666667
15,0.2,19,0.9160000000000003,0.49200000000000005,0.9610000000000001
16,0.2,20,0.9540000000000001,0.49200000000000005,0.9720000000000002
17,0.2,21,0.9368421052631576,0.4937799043062202,0.968421052631579
18,0.2,22,0.9545454545454545,0.4888888888888889,0.9666666666666666
19,0.2,23,0.937984496124031,0.5038759689922481,0.9728682170542636
20,0.2,24,0.9367469879518072,0.5060240963855421,0.9708835341365462
21,0.2,25,0.935576923076923,0.48461538461538467,0.9798076923076924
22,0.2,26,0.9443319838056681,0.4888663967611336,0.9777327935222672
23,0.2,27,0.9555984555984557,0.5279922779922781,0.9787644787644788
24,0.2,28,0.9366197183098594,0.5261569416498993,0.971830985915493
25,0.2,29,0.9401960784313725,0.4882352941176471,0.9705882352941176
26,0.2,30,0.9494949494949495,0.5151515151515152,0.9757575757575758
27,0.2,31,0.9599609375,0.4677734375,0.97265625
28,0.2,32,0.9516129032258065,0.7409274193548387,0.9747983870967742
29,0.2,33,0.9578431372549019,0.8264705882352941,0.9696078431372549
30,0.2,34,0.9411764705882353,0.8904665314401623,0.9726166328600406
31,0.2,35,0.9590643274853802,0.9200779727095516,0.9795321637426901
32,0.2,36,0.9474747474747474,0.924242424242424,0.9717171717171716
33,0.2,37,0.9580896686159842,0.9395711500974657,0.9805068226120858
34,0.2,38,0.9625506072874495,0.9534412955465587,0.9736842105263158
35,0.2,39,0.9617647058823532,0.965686274509804,0.9784313725490197
36,0.2,40,0.9480000000000001,0.9530000000000001,0.9690000000000001
37,0.2,41,0.9652777777777778,0.9494047619047619,0.9801587301587302
38,0.2,42,0.9574468085106383,0.9554204660587637,0.9797365754812563
39,0.2,43,0.9565217391304348,0.9555335968379446,0.975296442687747
40,0.2,44,0.9717171717171718,0.9747474747474747,0.9818181818181818
41,0.2,45,0.9604743083003953,0.9644268774703558,0.9802371541501976
42,0.2,46,0.9656218402426695,0.9706774519716886,0.9676440849342772
43,0.2,47,0.955357142857143,0.9722222222222221,0.9742063492063493
44,0.2,48,0.9664634146341463,0.9806910569105691,0.9827235772357723
45,0.2,49,0.968,0.9710000000000001,0.9709999999999999
46,0.2,50,0.954,0.9669999999999999,0.9709999999999999
47,0.2,60,0.9595959595959597,0.9737373737373737,0.9727272727272728
48,0.2,70,0.9612244897959183,0.9775510204081633,0.976530612244898
49,0.2,80,0.96,0.9780000000000001,0.9780000000000001
50,0.2,90,0.9515151515151515,0.9727272727272728,0.9636363636363637
51,0.2,100,0.9610000000000001,0.975,0.974
52,0.2,150,0.9620512820512821,0.9774358974358973,0.9723076923076922
53,0.2,200,0.9720000000000001,0.992,0.967
54,0.2,250,0.971,0.991,0.991
