,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_trimap,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.2,4,0.5675675675675675,0.581081081081081,0.4391891891891892,0.6824324324324325
1,0.2,5,0.5000000000000001,0.5944444444444444,0.4611111111111112,0.588888888888889
2,0.2,6,0.6800000000000002,0.5,0.5933333333333334,0.43333333333333335
3,0.2,7,0.6726190476190477,0.47023809523809523,0.5416666666666666,0.4642857142857143
4,0.2,8,0.527027027027027,0.4594594594594595,0.4594594594594595,0.4527027027027027
5,0.2,9,0.5575757575757576,0.46666666666666673,0.4848484848484848,0.4666666666666667
6,0.2,10,0.6066666666666667,0.4733333333333333,0.5333333333333333,0.4333333333333333
7,0.2,11,0.5308641975308643,0.46296296296296297,0.5246913580246914,0.41358024691358025
8,0.2,12,0.6133333333333334,0.5133333333333333,0.46666666666666673,0.5066666666666667
9,0.2,13,0.546583850931677,0.45962732919254656,0.48447204968944096,0.422360248447205
10,0.2,14,0.5782312925170067,0.4761904761904761,0.44217687074829937,0.48299319727891143
11,0.2,15,0.6,0.575,0.44375,0.46875
12,0.2,16,0.5486111111111112,0.5625,0.4722222222222222,0.4861111111111111
13,0.2,17,0.627450980392157,0.5098039215686275,0.4901960784313726,0.4901960784313726
14,0.2,18,0.5625,0.5277777777777777,0.4930555555555556,0.5208333333333334
15,0.2,19,0.5,0.5066666666666667,0.5533333333333332,0.4866666666666667
16,0.2,20,0.5333333333333333,0.5,0.4866666666666666,0.4866666666666666
17,0.2,21,0.5194805194805195,0.45454545454545453,0.49350649350649345,0.383116883116883
18,0.2,22,0.5314685314685316,0.5174825174825176,0.46153846153846156,0.4895104895104895
19,0.2,23,0.4615384615384616,0.3782051282051283,0.48717948717948717,0.39743589743589747
20,0.2,24,0.5208333333333334,0.5069444444444445,0.5694444444444445,0.5347222222222222
21,0.2,25,0.5769230769230769,0.4935897435897436,0.5512820512820512,0.48717948717948717
22,0.2,26,0.4965034965034965,0.5104895104895104,0.5314685314685313,0.5174825174825174
23,0.2,27,0.5064935064935064,0.47402597402597396,0.6038961038961038,0.4870129870129869
24,0.2,28,0.5357142857142856,0.5,0.5285714285714286,0.48571428571428577
25,0.2,29,0.44000000000000006,0.42000000000000004,0.5,0.42666666666666664
26,0.2,30,0.5,0.4600000000000001,0.4733333333333333,0.44666666666666666
27,0.2,31,0.5902777777777778,0.5625,0.5347222222222222,0.5416666666666666
28,0.2,32,0.5347222222222222,0.5208333333333334,0.5138888888888888,0.5138888888888888
29,0.2,33,0.5882352941176471,0.5555555555555556,0.4836601307189542,0.5751633986928104
30,0.2,34,0.47058823529411764,0.4632352941176471,0.4779411764705882,0.4632352941176471
31,0.2,35,0.4652777777777778,0.4791666666666667,0.4930555555555556,0.4930555555555556
32,0.2,36,0.4097222222222222,0.4236111111111111,0.47222222222222227,0.4513888888888889
33,0.2,37,0.5,0.5,0.44078947368421056,0.5197368421052632
34,0.2,38,0.5112781954887218,0.5338345864661653,0.5563909774436091,0.5338345864661654
35,0.2,39,0.5357142857142857,0.48571428571428577,0.48571428571428577,0.5
36,0.2,40,0.5428571428571428,0.55,0.5,0.5142857142857142
37,0.2,41,0.5850340136054422,0.5578231292517006,0.5510204081632653,0.564625850340136
38,0.2,42,0.5306122448979592,0.5238095238095237,0.5170068027210883,0.5238095238095237
39,0.2,43,0.46212121212121215,0.5303030303030303,0.44696969696969696,0.44696969696969696
40,0.2,44,0.5075757575757577,0.4318181818181819,0.42424242424242425,0.4318181818181818
41,0.2,45,0.463768115942029,0.4275362318840579,0.45652173913043487,0.4565217391304348
42,0.2,46,0.5,0.43478260869565216,0.5072463768115942,0.43478260869565216
43,0.2,47,0.5416666666666666,0.5069444444444445,0.5069444444444445,0.5
44,0.2,48,0.4583333333333333,0.4236111111111111,0.4583333333333333,0.4791666666666667
45,0.2,49,0.5533333333333333,0.5333333333333333,0.49333333333333335,0.5
46,0.2,50,0.58,0.5533333333333333,0.56,0.56
47,0.2,60,0.45999999999999996,0.4666666666666667,0.4666666666666666,0.47333333333333344
48,0.2,70,0.40714285714285714,0.40714285714285714,0.41428571428571437,0.41428571428571437
49,0.2,80,0.5416666666666666,0.5583333333333333,0.5416666666666666,0.5583333333333333
50,0.2,90,0.4740740740740741,0.4740740740740741,0.48148148148148145,0.4888888888888889
51,0.2,100,0.5800000000000001,0.5800000000000001,0.5800000000000001,0.5933333333333334
52,0.2,150,0.5866666666666667,0.58,0.58,0.5866666666666667
53,0.2,200,0.5,0.51,0.51,0.51
54,0.2,250,0.544,0.528,0.56,0.56
