,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_trimap,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.5,4,0.581081081081081,0.6013513513513513,0.44594594594594594,0.6013513513513513
1,0.5,5,0.4666666666666667,0.5333333333333333,0.5166666666666668,0.5388888888888891
2,0.5,6,0.76,0.5266666666666667,0.5800000000000001,0.4466666666666667
3,0.5,7,0.7321428571428571,0.4642857142857143,0.5297619047619048,0.47023809523809523
4,0.5,8,0.6756756756756757,0.4864864864864865,0.4797297297297297,0.44594594594594594
5,0.5,9,0.696969696969697,0.4666666666666666,0.45454545454545453,0.4606060606060606
6,0.5,10,0.6533333333333334,0.45333333333333325,0.4333333333333333,0.3733333333333333
7,0.5,11,0.5987654320987654,0.4382716049382717,0.425925925925926,0.4012345679012346
8,0.5,12,0.6133333333333334,0.54,0.44666666666666666,0.5000000000000001
9,0.5,13,0.7018633540372671,0.5093167701863355,0.5031055900621118,0.4596273291925467
10,0.5,14,0.6938775510204082,0.47619047619047616,0.4625850340136054,0.5034013605442176
11,0.5,15,0.5875,0.56875,0.53125,0.48125
12,0.5,16,0.625,0.5138888888888888,0.5138888888888888,0.4930555555555556
13,0.5,17,0.6209150326797387,0.49673202614379086,0.4771241830065359,0.5294117647058824
14,0.5,18,0.625,0.5625,0.5138888888888888,0.5625
15,0.5,19,0.5466666666666666,0.47333333333333333,0.5133333333333333,0.4866666666666667
16,0.5,20,0.5933333333333333,0.5066666666666667,0.5133333333333333,0.48666666666666664
17,0.5,21,0.551948051948052,0.39610389610389607,0.40909090909090917,0.4025974025974025
18,0.5,22,0.5454545454545455,0.48251748251748244,0.44755244755244755,0.46853146853146843
19,0.5,23,0.5448717948717949,0.37820512820512825,0.47435897435897445,0.3846153846153847
20,0.5,24,0.5555555555555556,0.5208333333333334,0.4861111111111111,0.5208333333333334
21,0.5,25,0.641025641025641,0.48717948717948717,0.49999999999999994,0.5
22,0.5,26,0.5104895104895104,0.5314685314685315,0.6153846153846154,0.5104895104895104
23,0.5,27,0.5324675324675323,0.4805194805194804,0.512987012987013,0.4805194805194804
24,0.5,28,0.5357142857142857,0.4642857142857143,0.5357142857142856,0.4714285714285714
25,0.5,29,0.44666666666666666,0.42666666666666664,0.6599999999999999,0.4333333333333333
26,0.5,30,0.4866666666666667,0.4533333333333333,0.5133333333333333,0.44666666666666666
27,0.5,31,0.5972222222222222,0.5555555555555556,0.4861111111111111,0.5416666666666666
28,0.5,32,0.5347222222222222,0.5277777777777778,0.4930555555555556,0.5138888888888888
29,0.5,33,0.5882352941176471,0.5555555555555556,0.5032679738562091,0.5490196078431373
30,0.5,34,0.48529411764705876,0.5,0.5441176470588236,0.4632352941176471
31,0.5,35,0.48611111111111116,0.4652777777777778,0.625,0.4722222222222222
32,0.5,36,0.4097222222222222,0.4513888888888889,0.4722222222222222,0.45833333333333337
33,0.5,37,0.5131578947368421,0.5460526315789473,0.4802631578947369,0.5197368421052632
34,0.5,38,0.5338345864661654,0.5112781954887219,0.4887218045112783,0.5037593984962406
35,0.5,39,0.557142857142857,0.5,0.557142857142857,0.5
36,0.5,40,0.5642857142857143,0.5428571428571428,0.5214285714285715,0.5142857142857142
37,0.5,41,0.5986394557823128,0.5918367346938774,0.49659863945578236,0.5714285714285714
38,0.5,42,0.5374149659863946,0.5170068027210883,0.5170068027210885,0.5170068027210883
39,0.5,43,0.4545454545454546,0.49242424242424243,0.48484848484848486,0.46212121212121215
40,0.5,44,0.5227272727272728,0.4696969696969697,0.48484848484848486,0.4318181818181818
41,0.5,45,0.463768115942029,0.4492753623188406,0.39855072463768115,0.4492753623188406
42,0.5,46,0.5072463768115941,0.5,0.49275362318840593,0.4710144927536232
43,0.5,47,0.5416666666666666,0.5,0.4861111111111111,0.4930555555555555
44,0.5,48,0.5555555555555557,0.4791666666666667,0.4861111111111111,0.4791666666666667
45,0.5,49,0.5533333333333333,0.48,0.5066666666666667,0.48666666666666664
46,0.5,50,0.5933333333333334,0.5533333333333333,0.5333333333333333,0.56
47,0.5,60,0.45999999999999996,0.5800000000000001,0.47333333333333344,0.4800000000000001
48,0.5,70,0.4,0.47857142857142865,0.40714285714285714,0.41428571428571437
49,0.5,80,0.5499999999999999,0.5166666666666666,0.55,0.5583333333333333
50,0.5,90,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.48148148148148145
51,0.5,100,0.5800000000000001,0.5733333333333334,0.5866666666666668,0.5933333333333334
52,0.5,150,0.58,0.58,0.58,0.5866666666666667
53,0.5,200,0.5,0.5,0.51,0.51
54,0.5,250,0.544,0.552,0.56,0.5680000000000001
