,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_trimap,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.7,4,0.581081081081081,0.527027027027027,0.46621621621621623,0.6013513513513513
1,0.7,5,0.4444444444444444,0.4666666666666667,0.5111111111111112,0.5277777777777778
2,0.7,6,0.8133333333333335,0.56,0.5866666666666668,0.4333333333333333
3,0.7,7,0.7321428571428571,0.5119047619047619,0.5297619047619048,0.43452380952380953
4,0.7,8,0.6216216216216216,0.49324324324324326,0.5202702702702703,0.49324324324324326
5,0.7,9,0.6666666666666666,0.4727272727272728,0.5151515151515151,0.5212121212121212
6,0.7,10,0.6933333333333334,0.44,0.46,0.37333333333333324
7,0.7,11,0.6666666666666666,0.4382716049382716,0.46913580246913583,0.44444444444444453
8,0.7,12,0.68,0.5133333333333334,0.38,0.49333333333333335
9,0.7,13,0.6770186335403727,0.515527950310559,0.46583850931677023,0.453416149068323
10,0.7,14,0.6122448979591836,0.48979591836734687,0.5034013605442177,0.4625850340136054
11,0.7,15,0.5875,0.525,0.5125,0.49375
12,0.7,16,0.6388888888888888,0.5416666666666666,0.4722222222222222,0.4375
13,0.7,17,0.6993464052287581,0.5294117647058824,0.4901960784313726,0.5098039215686274
14,0.7,18,0.6180555555555556,0.5138888888888888,0.47916666666666663,0.5
15,0.7,19,0.6133333333333334,0.4866666666666667,0.5533333333333332,0.4866666666666667
16,0.7,20,0.6333333333333332,0.5,0.5,0.5
17,0.7,21,0.5974025974025974,0.5,0.5129870129870131,0.46103896103896114
18,0.7,22,0.5524475524475524,0.5594405594405594,0.46153846153846145,0.5104895104895104
19,0.7,23,0.6538461538461539,0.41666666666666663,0.45512820512820507,0.3782051282051283
20,0.7,24,0.5972222222222223,0.576388888888889,0.5138888888888888,0.5208333333333334
21,0.7,25,0.6474358974358974,0.48717948717948717,0.5064102564102564,0.4743589743589744
22,0.7,26,0.5594405594405594,0.5174825174825174,0.5454545454545454,0.48951048951048953
23,0.7,27,0.5324675324675324,0.5194805194805194,0.48701298701298695,0.44155844155844143
24,0.7,28,0.5142857142857142,0.5071428571428571,0.5,0.5285714285714286
25,0.7,29,0.5066666666666666,0.43999999999999995,0.4800000000000001,0.42666666666666664
26,0.7,30,0.4800000000000001,0.4533333333333333,0.4600000000000001,0.4533333333333333
27,0.7,31,0.6388888888888888,0.5486111111111112,0.5277777777777778,0.5486111111111112
28,0.7,32,0.5416666666666666,0.5208333333333334,0.4305555555555556,0.4930555555555556
29,0.7,33,0.5816993464052287,0.5686274509803921,0.5359477124183006,0.5686274509803921
30,0.7,34,0.5220588235294118,0.4926470588235293,0.5661764705882353,0.4191176470588235
31,0.7,35,0.4930555555555556,0.5625,0.4652777777777778,0.47916666666666663
32,0.7,36,0.4097222222222222,0.4652777777777778,0.4791666666666667,0.5
33,0.7,37,0.519736842105263,0.513157894736842,0.46710526315789475,0.5197368421052633
34,0.7,38,0.5413533834586467,0.5714285714285714,0.5338345864661654,0.556390977443609
35,0.7,39,0.6142857142857144,0.5214285714285714,0.4928571428571428,0.5
36,0.7,40,0.6142857142857142,0.5571428571428572,0.5214285714285715,0.5142857142857142
37,0.7,41,0.6462585034013605,0.5986394557823128,0.5510204081632654,0.5714285714285714
38,0.7,42,0.5986394557823128,0.5170068027210883,0.5306122448979592,0.5510204081632653
39,0.7,43,0.5303030303030304,0.49242424242424243,0.5,0.46212121212121215
40,0.7,44,0.537878787878788,0.5227272727272728,0.446969696969697,0.40909090909090917
41,0.7,45,0.48550724637681153,0.49275362318840576,0.4130434782608696,0.463768115942029
42,0.7,46,0.5652173913043478,0.4492753623188406,0.4565217391304348,0.4710144927536232
43,0.7,47,0.5694444444444445,0.4861111111111111,0.4861111111111111,0.4930555555555555
44,0.7,48,0.638888888888889,0.49305555555555564,0.548611111111111,0.5
45,0.7,49,0.58,0.47333333333333333,0.5266666666666667,0.48666666666666664
46,0.7,50,0.5666666666666668,0.5666666666666668,0.5133333333333333,0.56
47,0.7,60,0.45999999999999996,0.4800000000000001,0.4800000000000001,0.4866666666666667
48,0.7,70,0.3857142857142857,0.41428571428571437,0.4071428571428572,0.40714285714285714
49,0.7,80,0.5499999999999999,0.5333333333333333,0.5333333333333333,0.55
50,0.7,90,0.48148148148148145,0.4740740740740741,0.48888888888888893,0.4962962962962963
51,0.7,100,0.5866666666666668,0.5733333333333334,0.5800000000000001,0.5866666666666667
52,0.7,150,0.58,0.5733333333333333,0.5666666666666667,0.5866666666666667
53,0.7,200,0.5,0.48,0.51,0.51
54,0.7,250,0.544,0.56,0.552,0.5680000000000001
