,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,2,4,0.48333333333333334,0.43333333333333335,0.4777777777777778
1,2,5,0.5277777777777778,0.5231481481481483,0.49537037037037046
2,2,6,0.4944444444444445,0.5777777777777777,0.46666666666666673
3,2,7,0.47058823529411764,0.5245098039215687,0.5
4,2,8,0.49444444444444446,0.4777777777777778,0.55
5,2,9,0.49000000000000005,0.56,0.51
6,2,10,0.5166666666666668,0.5055555555555554,0.49444444444444446
7,2,11,0.4791666666666667,0.48958333333333337,0.48958333333333337
8,2,12,0.4333333333333334,0.45,0.5555555555555556
9,2,13,0.4074074074074075,0.42592592592592593,0.5123456790123457
10,2,14,0.47428571428571425,0.5314285714285714,0.56
11,2,15,0.4583333333333333,0.484375,0.4791666666666667
12,2,16,0.5397727272727273,0.5227272727272727,0.48863636363636365
13,2,17,0.5185185185185185,0.43386243386243384,0.5132275132275131
14,2,18,0.48888888888888893,0.47777777777777786,0.5333333333333333
15,2,19,0.4388888888888889,0.538888888888889,0.47777777777777775
16,2,20,0.6000000000000001,0.5277777777777777,0.5444444444444445
17,2,21,0.5240641711229946,0.5508021390374331,0.588235294117647
18,2,22,0.5397727272727273,0.5625,0.46022727272727276
19,2,23,0.538888888888889,0.5333333333333333,0.4999999999999999
20,2,24,0.5,0.5611111111111112,0.5055555555555555
21,2,25,0.5439560439560439,0.47252747252747257,0.5824175824175823
22,2,26,0.5384615384615384,0.4674556213017752,0.46745562130177515
23,2,27,0.4945054945054944,0.456043956043956,0.5549450549450549
24,2,28,0.5357142857142856,0.5535714285714285,0.49404761904761907
25,2,29,0.5,0.5055555555555555,0.5166666666666666
26,2,30,0.5666666666666667,0.5277777777777778,0.5388888888888889
27,2,31,0.5397727272727273,0.5397727272727273,0.5795454545454546
28,2,32,0.4602272727272727,0.5284090909090909,0.4375
29,2,33,0.4176470588235294,0.5117647058823529,0.5058823529411764
30,2,34,0.5470588235294117,0.4470588235294118,0.5411764705882354
31,2,35,0.5444444444444445,0.5055555555555555,0.5555555555555556
32,2,36,0.5166666666666667,0.5,0.6055555555555555
33,2,37,0.5263157894736842,0.5146198830409356,0.5029239766081871
34,2,38,0.5614035087719298,0.43274853801169594,0.5263157894736843
35,2,39,0.5111111111111111,0.47777777777777775,0.5555555555555556
36,2,40,0.5388888888888889,0.5166666666666666,0.5333333333333333
37,2,41,0.5,0.5238095238095238,0.5119047619047619
38,2,42,0.5119047619047619,0.5119047619047619,0.48809523809523814
39,2,43,0.5568181818181819,0.5397727272727273,0.5340909090909091
40,2,44,0.5909090909090908,0.5454545454545454,0.5511363636363635
41,2,45,0.4945652173913043,0.5108695652173914,0.5434782608695652
42,2,46,0.47826086956521735,0.5031055900621119,0.515527950310559
43,2,47,0.5714285714285714,0.5416666666666667,0.5238095238095238
44,2,48,0.48809523809523814,0.5476190476190476,0.48214285714285715
45,2,49,0.48809523809523814,0.5476190476190476,0.4583333333333333
46,2,50,0.5599999999999999,0.5542857142857143,0.5314285714285714
47,2,60,0.5777777777777777,0.4833333333333334,0.5833333333333334
48,2,70,0.5200000000000001,0.5257142857142857,0.5199999999999999
49,2,80,0.53125,0.48125,0.5125000000000001
50,2,90,0.4444444444444444,0.5333333333333333,0.49444444444444446
51,2,100,0.5133333333333333,0.5133333333333333,0.48
52,2,150,0.4666666666666667,0.4933333333333333,0.42000000000000004
53,2,200,0.54,0.45999999999999996,0.63
54,2,250,0.6,0.48,0.52
