,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.5,4,0.6166666666666667,0.4666666666666667,0.4583333333333333
1,0.5,5,0.6180555555555557,0.5486111111111112,0.5347222222222223
2,0.5,6,0.6250000000000001,0.5416666666666667,0.5666666666666668
3,0.5,7,0.625,0.5073529411764706,0.6838235294117647
4,0.5,8,0.5916666666666667,0.5416666666666666,0.5166666666666667
5,0.5,9,0.6461538461538461,0.4307692307692307,0.5538461538461539
6,0.5,10,0.6333333333333333,0.5083333333333333,0.6083333333333334
7,0.5,11,0.5634920634920635,0.5079365079365081,0.6428571428571429
8,0.5,12,0.7333333333333334,0.5083333333333333,0.5916666666666666
9,0.5,13,0.6587301587301587,0.4841269841269841,0.6349206349206349
10,0.5,14,0.6974789915966387,0.5126050420168067,0.588235294117647
11,0.5,15,0.640625,0.484375,0.6640625
12,0.5,16,0.725,0.45,0.6666666666666666
13,0.5,17,0.7698412698412699,0.4523809523809524,0.5793650793650793
14,0.5,18,0.6410256410256411,0.5384615384615385,0.6239316239316239
15,0.5,19,0.7666666666666666,0.48333333333333334,0.6833333333333332
16,0.5,20,0.7083333333333334,0.45,0.6333333333333333
17,0.5,21,0.8016528925619835,0.5289256198347106,0.7024793388429752
18,0.5,22,0.7545454545454546,0.5090909090909091,0.7090909090909091
19,0.5,23,0.7333333333333333,0.41666666666666663,0.8
20,0.5,24,0.6833333333333333,0.5333333333333333,0.7833333333333334
21,0.5,25,0.6495726495726496,0.5042735042735043,0.735042735042735
22,0.5,26,0.7692307692307694,0.5470085470085471,0.6495726495726496
23,0.5,27,0.6160714285714286,0.4375,0.7142857142857143
24,0.5,28,0.8125,0.5535714285714286,0.6696428571428571
25,0.5,29,0.775,0.49166666666666664,0.6916666666666667
26,0.5,30,0.65,0.5333333333333333,0.6250000000000001
27,0.5,31,0.6190476190476192,0.5238095238095238,0.7047619047619048
28,0.5,32,0.8035714285714286,0.5625,0.7232142857142857
29,0.5,33,0.7394957983193277,0.5630252100840336,0.7647058823529411
30,0.5,34,0.7647058823529411,0.5378151260504201,0.680672268907563
31,0.5,35,0.75,0.5833333333333334,0.7314814814814815
32,0.5,36,0.8240740740740741,0.6944444444444443,0.824074074074074
33,0.5,37,0.8508771929824562,0.6052631578947368,0.763157894736842
34,0.5,38,0.8333333333333335,0.6666666666666666,0.7719298245614036
35,0.5,39,0.9166666666666669,0.7166666666666667,0.8666666666666667
36,0.5,40,0.9416666666666668,0.5583333333333332,0.8583333333333333
37,0.5,41,0.8571428571428571,0.6952380952380952,0.6761904761904762
38,0.5,42,0.8285714285714286,0.7142857142857142,0.7142857142857142
39,0.5,43,0.7727272727272727,0.6727272727272726,0.7636363636363637
40,0.5,44,0.8363636363636363,0.8,0.7727272727272727
41,0.5,45,0.8521739130434783,0.6695652173913043,0.7913043478260869
42,0.5,46,0.7739130434782608,0.7217391304347827,0.7999999999999999
43,0.5,47,0.7833333333333333,0.7333333333333334,0.6916666666666667
44,0.5,48,0.7083333333333334,0.7166666666666666,0.75
45,0.5,49,0.71,0.69,0.7500000000000001
46,0.5,50,0.8400000000000001,0.67,0.81
47,0.5,60,0.825,0.7916666666666667,0.9
48,0.5,70,0.7238095238095239,0.8285714285714286,0.7142857142857143
49,0.5,80,0.5916666666666667,0.7916666666666666,0.8000000000000002
50,0.5,90,0.8555555555555556,0.8222222222222222,0.8555555555555556
51,0.5,100,0.9199999999999999,0.78,0.8200000000000001
52,0.5,150,0.8933333333333333,0.84,0.8533333333333333
53,0.5,200,0.81,0.8,0.8
