,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.2,4,0.6,0.515,0.485
1,0.2,5,0.6133333333333334,0.49000000000000005,0.4333333333333334
2,0.2,6,0.7033333333333335,0.5033333333333334,0.48333333333333334
3,0.2,7,0.7125,0.4675,0.6675
4,0.2,8,0.7,0.5025,0.6375
5,0.2,9,0.718,0.5379999999999999,0.624
6,0.2,10,0.6559999999999999,0.48599999999999993,0.614
7,0.2,11,0.7266666666666667,0.48666666666666664,0.7299999999999999
8,0.2,12,0.775,0.4700000000000001,0.7433333333333334
9,0.2,13,0.7485714285714287,0.5157142857142856,0.6942857142857142
10,0.2,14,0.7157894736842104,0.49924812030075183,0.6676691729323309
11,0.2,15,0.7126623376623377,0.5,0.6201298701298701
12,0.2,16,0.7680722891566265,0.47740963855421686,0.7590361445783133
13,0.2,17,0.7621082621082621,0.5056980056980057,0.7094017094017094
14,0.2,18,0.7687687687687689,0.509009009009009,0.7282282282282282
15,0.2,19,0.7914285714285714,0.5257142857142858,0.7614285714285713
16,0.2,20,0.8136363636363636,0.5121212121212122,0.7954545454545454
17,0.2,21,0.7893217893217894,0.4963924963924963,0.7344877344877345
18,0.2,22,0.7772727272727271,0.45909090909090905,0.7409090909090907
19,0.2,23,0.7485380116959064,0.5190058479532165,0.7997076023391813
20,0.2,24,0.796969696969697,0.46515151515151504,0.8303030303030302
21,0.2,25,0.804063860667634,0.4804063860667634,0.8272859216255443
22,0.2,26,0.7918552036199096,0.5037707390648567,0.7918552036199094
23,0.2,27,0.870262390670554,0.49125364431486884,0.8775510204081632
24,0.2,28,0.8404255319148938,0.5167173252279634,0.9027355623100305
25,0.2,29,0.8074074074074075,0.5007407407407407,0.805925925925926
26,0.2,30,0.8181818181818182,0.503030303030303,0.8333333333333333
27,0.2,31,0.8546511627906976,0.5203488372093024,0.8677325581395349
28,0.2,32,0.8201219512195121,0.6204268292682927,0.8963414634146342
29,0.2,33,0.8176470588235294,0.6588235294117647,0.8411764705882352
30,0.2,34,0.8099547511312217,0.6546003016591253,0.8823529411764707
31,0.2,35,0.8523391812865496,0.7646198830409358,0.8640350877192985
32,0.2,36,0.8408408408408409,0.6846846846846848,0.9009009009009008
33,0.2,37,0.7733918128654972,0.7397660818713452,0.8596491228070176
34,0.2,38,0.8345864661654137,0.7669172932330827,0.8586466165413533
35,0.2,39,0.886764705882353,0.7691176470588235,0.9411764705882353
36,0.2,40,0.8121212121212121,0.7484848484848484,0.8833333333333333
37,0.2,41,0.8363095238095237,0.7589285714285714,0.8482142857142857
38,0.2,42,0.8740399385560678,0.7603686635944702,0.8894009216589862
39,0.2,43,0.810850439882698,0.7668621700879763,0.9281524926686217
40,0.2,44,0.7712121212121212,0.7878787878787876,0.8848484848484849
41,0.2,45,0.8275862068965518,0.7766116941529236,0.9040479760119939
42,0.2,46,0.8059006211180123,0.7453416149068323,0.9052795031055901
43,0.2,47,0.8059006211180123,0.7453416149068323,0.8990683229813665
44,0.2,48,0.8487654320987654,0.810185185185185,0.9197530864197531
45,0.2,49,0.8059259259259258,0.7585185185185185,0.845925925925926
46,0.2,50,0.8646153846153847,0.7569230769230769,0.9215384615384615
47,0.2,60,0.8242424242424241,0.8045454545454546,0.9757575757575757
48,0.2,70,0.887218045112782,0.8706766917293234,0.8827067669172933
49,0.2,80,0.871875,0.8546875,0.9171874999999999
50,0.2,90,0.8523809523809522,0.8857142857142858,0.9761904761904763
51,0.2,100,0.8892307692307693,0.9076923076923078,0.9923076923076922
52,0.2,150,0.855,0.94,0.85
53,0.2,200,0.8533333333333334,0.9066666666666666,0.9833333333333333
54,0.2,250,0.9103999999999999,0.9311999999999999,0.9856
