,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,1,4,0.505,0.455,0.515
1,1,5,0.5133333333333334,0.47333333333333344,0.48666666666666664
2,1,6,0.5233333333333333,0.5,0.5633333333333334
3,1,7,0.5875,0.4925,0.6
4,1,8,0.575,0.5025,0.64
5,1,9,0.5800000000000001,0.5259999999999999,0.6
6,1,10,0.584,0.4520000000000001,0.572
7,1,11,0.6200000000000001,0.49,0.6500000000000001
8,1,12,0.6066666666666667,0.49833333333333335,0.6583333333333334
9,1,13,0.6171428571428571,0.5157142857142857,0.5971428571428572
10,1,14,0.6225563909774436,0.4601503759398497,0.6225563909774436
11,1,15,0.6233766233766235,0.45454545454545453,0.6461038961038962
12,1,16,0.6551204819277109,0.5,0.6987951807228916
13,1,17,0.633903133903134,0.49715099715099714,0.6524216524216524
14,1,18,0.6441441441441442,0.490990990990991,0.6651651651651651
15,1,19,0.6642857142857141,0.47571428571428576,0.7485714285714287
16,1,20,0.6621212121212121,0.5015151515151515,0.7060606060606062
17,1,21,0.6926406926406927,0.48051948051948046,0.681096681096681
18,1,22,0.6378787878787879,0.5151515151515151,0.6712121212121213
19,1,23,0.6447368421052632,0.5409356725146198,0.7324561403508771
20,1,24,0.7090909090909091,0.49545454545454554,0.7575757575757578
21,1,25,0.6458635703918724,0.5079825834542816,0.7082728592162555
22,1,26,0.6968325791855204,0.5022624434389141,0.7330316742081447
23,1,27,0.7609329446064139,0.5189504373177843,0.794460641399417
24,1,28,0.7142857142857144,0.5030395136778115,0.7340425531914894
25,1,29,0.7125925925925927,0.48592592592592604,0.7348148148148149
26,1,30,0.7181818181818183,0.4863636363636365,0.7272727272727273
27,1,31,0.7209302325581395,0.5101744186046512,0.8052325581395349
28,1,32,0.6661585365853658,0.5228658536585366,0.774390243902439
29,1,33,0.7088235294117646,0.5779411764705882,0.7485294117647058
30,1,34,0.7209653092006033,0.5776772247360484,0.7631975867269987
31,1,35,0.7602339181286549,0.6359649122807017,0.7719298245614037
32,1,36,0.7207207207207208,0.617117117117117,0.7357357357357357
33,1,37,0.692982456140351,0.6154970760233919,0.7119883040935674
34,1,38,0.7458646616541353,0.6406015037593984,0.7849624060150375
35,1,39,0.8117647058823529,0.6941176470588235,0.7823529411764706
36,1,40,0.7590909090909093,0.6575757575757576,0.7803030303030304
37,1,41,0.7842261904761905,0.6532738095238095,0.7872023809523809
38,1,42,0.7557603686635946,0.6743471582181261,0.7895545314900156
39,1,43,0.7067448680351907,0.7390029325513198,0.7653958944281524
40,1,44,0.7545454545454545,0.7090909090909089,0.7984848484848484
41,1,45,0.7526236881559222,0.7211394302848577,0.7661169415292354
42,1,46,0.7763975155279503,0.6739130434782609,0.7468944099378882
43,1,47,0.7763975155279503,0.6739130434782609,0.7701863354037268
44,1,48,0.7577160493827161,0.7253086419753088,0.7824074074074074
45,1,49,0.7970370370370371,0.6933333333333335,0.8281481481481483
46,1,50,0.7400000000000001,0.6861538461538463,0.7400000000000001
47,1,60,0.784848484848485,0.746969696969697,0.8212121212121212
48,1,70,0.837593984962406,0.7593984962406015,0.8586466165413535
49,1,80,0.840625,0.7828125,0.846875
50,1,90,0.8238095238095238,0.8031746031746032,0.8539682539682542
51,1,100,0.7876923076923076,0.7646153846153847,0.8400000000000001
52,1,150,0.8466666666666667,0.8066666666666666,0.8400000000000001
53,1,200,0.8383333333333333,0.8183333333333335,0.8183333333333332
54,1,250,0.9103999999999999,0.8032,0.8448
