,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_trimap,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.5,4,0.6083333333333333,0.5833333333333334,0.425,0.49166666666666664
1,0.5,5,0.6111111111111112,0.6527777777777779,0.5625000000000001,0.513888888888889
2,0.5,6,0.6500000000000001,0.5916666666666667,0.4833333333333334,0.525
3,0.5,7,0.5882352941176471,0.625,0.4852941176470588,0.6838235294117647
4,0.5,8,0.525,0.6583333333333333,0.48333333333333334,0.5416666666666666
5,0.5,9,0.6615384615384614,0.6538461538461539,0.4538461538461539,0.5769230769230769
6,0.5,10,0.6833333333333332,0.5916666666666667,0.4916666666666667,0.5499999999999999
7,0.5,11,0.5396825396825398,0.634920634920635,0.5238095238095238,0.6507936507936508
8,0.5,12,0.7250000000000001,0.6250000000000001,0.5166666666666667,0.5916666666666667
9,0.5,13,0.6190476190476191,0.6111111111111112,0.4841269841269842,0.626984126984127
10,0.5,14,0.6638655462184875,0.6554621848739496,0.4789915966386554,0.6890756302521008
11,0.5,15,0.6640625,0.8046875,0.515625,0.71875
12,0.5,16,0.7416666666666667,0.6916666666666667,0.5416666666666666,0.6583333333333333
13,0.5,17,0.7777777777777778,0.7619047619047619,0.5873015873015872,0.6428571428571429
14,0.5,18,0.6153846153846153,0.5555555555555556,0.5299145299145299,0.5982905982905984
15,0.5,19,0.7999999999999999,0.6666666666666666,0.5,0.6916666666666668
16,0.5,20,0.7166666666666667,0.725,0.5499999999999999,0.6833333333333335
17,0.5,21,0.793388429752066,0.7107438016528925,0.46280991735537197,0.7355371900826447
18,0.5,22,0.6272727272727273,0.6545454545454545,0.49090909090909085,0.7636363636363637
19,0.5,23,0.7333333333333334,0.8,0.4833333333333333,0.8166666666666667
20,0.5,24,0.725,0.7416666666666667,0.4666666666666667,0.75
21,0.5,25,0.6495726495726496,0.8034188034188035,0.4786324786324786,0.5726495726495726
22,0.5,26,0.6923076923076923,0.7521367521367521,0.5555555555555556,0.6239316239316239
23,0.5,27,0.6428571428571428,0.6785714285714286,0.4107142857142857,0.7857142857142858
24,0.5,28,0.8214285714285714,0.75,0.5446428571428572,0.7857142857142857
25,0.5,29,0.7166666666666667,0.8,0.5666666666666667,0.7333333333333334
26,0.5,30,0.6583333333333334,0.7583333333333334,0.4166666666666667,0.6666666666666667
27,0.5,31,0.6571428571428573,0.7047619047619048,0.41904761904761906,0.7523809523809524
28,0.5,32,0.8660714285714286,0.7410714285714286,0.4732142857142857,0.75
29,0.5,33,0.7394957983193277,0.7899159663865546,0.5126050420168068,0.7563025210084033
30,0.5,34,0.7899159663865546,0.8067226890756302,0.546218487394958,0.7731092436974789
31,0.5,35,0.7870370370370371,0.8981481481481483,0.6944444444444445,0.8703703703703702
32,0.5,36,0.8796296296296297,0.8333333333333335,0.6111111111111112,0.8796296296296298
33,0.5,37,0.8333333333333334,0.8771929824561404,0.6140350877192983,0.9035087719298246
34,0.5,38,0.7894736842105264,0.6842105263157895,0.6403508771929826,0.8245614035087719
35,0.5,39,0.8416666666666667,0.8583333333333334,0.6749999999999999,0.8583333333333334
36,0.5,40,0.9499999999999998,0.8916666666666666,0.6166666666666666,0.85
37,0.5,41,0.8761904761904761,0.8666666666666668,0.7904761904761906,0.7523809523809524
38,0.5,42,0.7904761904761906,0.9333333333333333,0.6,0.8285714285714285
39,0.5,43,0.9,0.8636363636363636,0.6818181818181819,0.809090909090909
40,0.5,44,0.8272727272727272,0.9090909090909092,0.7090909090909091,0.7
41,0.5,45,0.826086956521739,0.7739130434782608,0.8,0.8086956521739129
42,0.5,46,0.8347826086956521,0.8782608695652174,0.7478260869565216,0.8
43,0.5,47,0.85,0.8,0.7333333333333333,0.7416666666666666
44,0.5,48,0.6833333333333333,0.7583333333333334,0.7916666666666667,0.85
45,0.5,49,0.79,0.84,0.73,0.8
46,0.5,50,0.9099999999999999,0.78,0.77,0.79
47,0.5,60,0.8166666666666667,0.9,0.8,0.8583333333333334
48,0.5,70,0.7238095238095239,0.6666666666666666,0.780952380952381,0.7428571428571429
49,0.5,80,0.6,0.9083333333333333,0.7666666666666667,0.8249999999999998
50,0.5,90,0.8555555555555556,0.9555555555555556,0.7777777777777778,0.8222222222222222
51,0.5,100,0.9,0.84,0.77,0.8500000000000001
52,0.5,150,0.8933333333333333,0.96,0.8266666666666667,0.8533333333333333
53,0.5,200,0.94,0.98,0.8200000000000001,0.8200000000000001
