,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_trimap,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.7,4,0.575,0.5416666666666666,0.4666666666666667,0.45
1,0.7,5,0.5555555555555556,0.6180555555555557,0.48611111111111116,0.5069444444444445
2,0.7,6,0.6083333333333334,0.625,0.5333333333333334,0.5166666666666667
3,0.7,7,0.5220588235294118,0.6544117647058824,0.5220588235294118,0.6176470588235294
4,0.7,8,0.5,0.5583333333333333,0.5833333333333334,0.5333333333333333
5,0.7,9,0.6153846153846153,0.5923076923076922,0.39230769230769236,0.5769230769230769
6,0.7,10,0.6583333333333334,0.6,0.4833333333333334,0.5416666666666666
7,0.7,11,0.5555555555555556,0.5714285714285715,0.45238095238095244,0.6031746031746033
8,0.7,12,0.625,0.675,0.475,0.6083333333333334
9,0.7,13,0.5952380952380952,0.5793650793650793,0.6111111111111112,0.5079365079365079
10,0.7,14,0.6218487394957984,0.5966386554621849,0.5126050420168067,0.5630252100840336
11,0.7,15,0.6328125,0.546875,0.578125,0.59375
12,0.7,16,0.7,0.65,0.49166666666666664,0.5833333333333334
13,0.7,17,0.6507936507936508,0.6746031746031746,0.4523809523809524,0.5555555555555557
14,0.7,18,0.5641025641025641,0.6581196581196581,0.4358974358974359,0.6153846153846154
15,0.7,19,0.7083333333333334,0.6666666666666666,0.5083333333333333,0.5416666666666666
16,0.7,20,0.6083333333333333,0.6083333333333333,0.5416666666666666,0.525
17,0.7,21,0.71900826446281,0.6776859504132232,0.48760330578512395,0.6115702479338844
18,0.7,22,0.5909090909090908,0.6545454545454545,0.5000000000000001,0.6909090909090909
19,0.7,23,0.6166666666666668,0.6583333333333332,0.5166666666666666,0.7083333333333333
20,0.7,24,0.6666666666666667,0.65,0.475,0.6833333333333333
21,0.7,25,0.5982905982905983,0.6153846153846154,0.5042735042735043,0.4273504273504274
22,0.7,26,0.641025641025641,0.5897435897435899,0.5042735042735043,0.5384615384615384
23,0.7,27,0.6517857142857143,0.6071428571428572,0.5,0.5446428571428572
24,0.7,28,0.6875,0.7589285714285714,0.5714285714285714,0.6160714285714285
25,0.7,29,0.625,0.7083333333333334,0.45833333333333337,0.6
26,0.7,30,0.5833333333333333,0.5916666666666667,0.475,0.5750000000000001
27,0.7,31,0.5809523809523809,0.6380952380952382,0.4761904761904763,0.6095238095238095
28,0.7,32,0.7410714285714286,0.6428571428571429,0.5714285714285714,0.7232142857142857
29,0.7,33,0.6470588235294118,0.7731092436974789,0.5714285714285714,0.7226890756302521
30,0.7,34,0.6470588235294118,0.6638655462184874,0.588235294117647,0.7226890756302521
31,0.7,35,0.6851851851851851,0.7407407407407408,0.6388888888888888,0.6944444444444445
32,0.7,36,0.75,0.6944444444444445,0.6296296296296297,0.7777777777777778
33,0.7,37,0.6754385964912281,0.6842105263157894,0.587719298245614,0.7280701754385964
34,0.7,38,0.7105263157894738,0.6578947368421053,0.5789473684210527,0.7280701754385964
35,0.7,39,0.7916666666666666,0.7833333333333333,0.5333333333333333,0.725
36,0.7,40,0.75,0.7250000000000001,0.5750000000000001,0.6749999999999999
37,0.7,41,0.7904761904761906,0.7714285714285716,0.5047619047619047,0.6476190476190476
38,0.7,42,0.6666666666666666,0.7809523809523811,0.6285714285714287,0.7238095238095239
39,0.7,43,0.7181818181818181,0.7363636363636363,0.47272727272727266,0.5727272727272726
40,0.7,44,0.6636363636363637,0.7090909090909092,0.5454545454545454,0.6636363636363637
41,0.7,45,0.6782608695652174,0.6695652173913043,0.6521739130434783,0.6869565217391302
42,0.7,46,0.6608695652173913,0.6695652173913044,0.582608695652174,0.617391304347826
43,0.7,47,0.7333333333333333,0.6916666666666667,0.6916666666666667,0.6416666666666666
44,0.7,48,0.6416666666666666,0.7583333333333333,0.6333333333333334,0.5916666666666666
45,0.7,49,0.69,0.7,0.5900000000000001,0.66
46,0.7,50,0.63,0.58,0.71,0.68
47,0.7,60,0.7,0.5666666666666668,0.7333333333333333,0.7333333333333334
48,0.7,70,0.6952380952380953,0.6761904761904761,0.6000000000000001,0.5523809523809524
49,0.7,80,0.6999999999999998,0.6416666666666666,0.45,0.7833333333333333
50,0.7,90,0.7555555555555555,0.7555555555555555,0.7666666666666667,0.7333333333333334
51,0.7,100,0.75,0.8400000000000001,0.76,0.71
52,0.7,150,0.92,0.6533333333333333,0.7333333333333334,0.7733333333333333
53,0.7,200,0.75,0.64,0.72,0.69
