,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0.2,4,0.6351351351351351,0.5202702702702703,0.5
1,0.2,5,0.6222222222222221,0.5166666666666668,0.5111111111111112
2,0.2,6,0.5933333333333334,0.46666666666666673,0.5200000000000001
3,0.2,7,0.6845238095238095,0.44642857142857145,0.6130952380952381
4,0.2,8,0.75,0.5540540540540541,0.668918918918919
5,0.2,9,0.6848484848484849,0.49696969696969695,0.6424242424242426
6,0.2,10,0.7533333333333333,0.44,0.5599999999999999
7,0.2,11,0.7222222222222222,0.47530864197530864,0.7654320987654322
8,0.2,12,0.7666666666666667,0.46,0.6533333333333334
9,0.2,13,0.7763975155279503,0.4968944099378883,0.6521739130434783
10,0.2,14,0.7006802721088435,0.5306122448979591,0.6122448979591836
11,0.2,15,0.7214285714285714,0.5285714285714286,0.6499999999999999
12,0.2,16,0.7152777777777778,0.4930555555555556,0.7291666666666666
13,0.2,17,0.6862745098039216,0.4836601307189543,0.7254901960784315
14,0.2,18,0.8194444444444444,0.41666666666666674,0.8125
15,0.2,19,0.8400000000000002,0.5066666666666666,0.8466666666666668
16,0.2,20,0.7933333333333333,0.4733333333333334,0.7333333333333335
17,0.2,21,0.8636363636363635,0.525974025974026,0.8311688311688311
18,0.2,22,0.8181818181818181,0.4755244755244755,0.7552447552447551
19,0.2,23,0.8205128205128206,0.532051282051282,0.8974358974358974
20,0.2,24,0.826388888888889,0.47222222222222215,0.8541666666666666
21,0.2,25,0.717948717948718,0.4743589743589744,0.8012820512820512
22,0.2,26,0.8461538461538463,0.5314685314685316,0.7902097902097901
23,0.2,27,0.8896103896103895,0.5324675324675324,0.8896103896103896
24,0.2,28,0.8857142857142858,0.5,0.8714285714285716
25,0.2,29,0.7866666666666667,0.4933333333333333,0.9133333333333333
26,0.2,30,0.7866666666666667,0.4933333333333333,0.9133333333333333
27,0.2,31,0.8402777777777778,0.5347222222222222,0.8402777777777778
28,0.2,32,0.8472222222222222,0.6527777777777778,0.7916666666666666
29,0.2,33,0.8104575163398693,0.6862745098039215,0.7581699346405228
30,0.2,34,0.75,0.625,0.911764705882353
31,0.2,35,0.9236111111111112,0.8125,0.9166666666666667
32,0.2,36,0.9305555555555556,0.7847222222222223,0.9375
33,0.2,37,0.8486842105263158,0.7302631578947368,0.861842105263158
34,0.2,38,0.8646616541353385,0.6917293233082707,0.7744360902255638
35,0.2,39,0.8642857142857142,0.7714285714285714,0.8928571428571429
36,0.2,40,0.8357142857142857,0.7357142857142858,0.8428571428571427
37,0.2,41,0.891156462585034,0.761904761904762,0.8231292517006804
38,0.2,42,0.7959183673469389,0.7074829931972789,0.8027210884353743
39,0.2,43,0.8409090909090909,0.8030303030303031,0.8939393939393939
40,0.2,44,0.8106060606060606,0.7045454545454546,0.7651515151515151
41,0.2,45,0.8333333333333334,0.7463768115942028,0.9347826086956522
42,0.2,46,0.927536231884058,0.8333333333333334,0.9202898550724639
43,0.2,47,0.927536231884058,0.8333333333333334,0.9130434782608696
44,0.2,48,0.9027777777777778,0.8055555555555555,0.9305555555555557
45,0.2,49,0.8066666666666666,0.8333333333333334,0.7599999999999999
46,0.2,50,0.8066666666666666,0.8333333333333334,0.8733333333333332
47,0.2,60,0.8733333333333334,0.7666666666666667,0.8066666666666666
48,0.2,70,0.8428571428571429,0.8642857142857143,0.9714285714285714
49,0.2,80,0.8666666666666667,0.8416666666666667,0.9500000000000001
50,0.2,90,0.9481481481481482,0.9111111111111111,0.8222222222222223
51,0.2,100,0.8799999999999999,0.8533333333333332,0.9333333333333332
52,0.2,150,0.9333333333333333,0.9533333333333334,0.88
53,0.2,200,0.91,0.84,0.98
54,0.2,250,0.88,0.8160000000000001,0.744
